Project ID;Year;Retired Credits;Issued Credits;Vintage Credits
CAR635;2020;120028,0;229880,0;104154,0
CAR635;2021;109852,0;98229,0;104607,0
CAR635;2022;98229,0;108850,0;104348,0
CAR635;2023;108850,0;108320,0;124678,0
CAR635;2024;108320,0;132207,0;65763,0
CAR639;2011;81693,0;563189,0;677518,0
CAR639;2012;294190,0;459042,0;801929,0
CAR639;2013;129850,0;1153020,0;776053,0
CAR639;2014;1152384,0;465757,0;795752,0
CAR639;2015;1680931,0;1062209,0;798980,0
CAR639;2016;1025618,0;509031,0;742656,0
CAR639;2017;886588,0;874588,0;746117,0
CAR639;2018;715159,0;941933,0;695030,0
CAR639;2019;501789,0;677025,0;684610,0
CAR639;2020;405224,0;467202,0;600109,0
CAR639;2021;891725,0;418255,0;627279,0
CAR639;2022;651984,0;946382,0;574204,0
CAR639;2023;637000,0;342357,0;647490,0
CAR646;2014;100645,0;100645,0;6805,0
CAR646;2018;9304,0;27180,0;6921,0
CAR646;2019;17876,0;6921,0;6804,0
CAR659;2012;9631,0;21413,0;16595,0
CAR659;2013;3524,0;14705,0;16488,0
CAR659;2014;26717,0;15126,0;13603,0
CAR659;2016;10889,0;17074,0;11446,0
CAR659;2017;60742,0;11446,0;11500,0
CAR659;2019;35575,0;11540,0;11591,0
CAR659;2020;14,0;11591,0;11642,0
CAR660;2012;100000,0;156185,0;103645,0
CAR660;2014;245756,0;294260,0;15156,0
CAR661;2014;876797,0;33992,0;173951,0
CAR674;2011;7487,0;7487,0;53361,0
CAR674;2012;45107,0;45107,0;78152,0
CAR674;2013;72436,0;72436,0;95164,0
CAR674;2014;95582,0;95582,0;102340,0
CAR674;2015;96286,0;96286,0;87183,0
CAR674;2016;95888,0;95888,0;92352,0
CAR674;2017;88780,0;190117,0;109079,0
CAR674;2018;101337,0;135325,0;140990,0
CAR674;2020;307731,0;307731,0;188125,0
CAR674;2021;42679,0;42679,0;214610,0
CAR674;2022;138170,0;138170,0;252021,0
CAR674;2023;248244,0;248244,0;125545,0
CAR676;2015;1000,0;185878,0;1086,0
CAR683;2014;467135,0;450908,0;15192,0
CAR683;2015;19759,0;31383,0;8505,0
CAR683;2017;7600,0;9424,0;8919,0
CAR683;2018;5000,0;9039,0;9147,0
CAR683;2019;31875,0;9367,0;53646,0
CAR683;2021;14778,0;142219,0;9882,0
CAR683;2022;58256,0;9043,0;11641,0
CAR683;2023;19857,0;11567,0;7871,0
CAR686;2013;2657,0;16063,0;5633,0
CAR686;2014;5000,0;61482,0;5831,0
CAR688;2014;12144,0;5830,0;5830,0
CAR688;2016;5830,0;4613,0;4645,0
CAR688;2017;20598,0;4645,0;4522,0
CAR688;2018;1626,0;4522,0;4655,0
CAR688;2019;21311,0;4655,0;4664,0
CAR688;2020;8059,0;4664,0;4674,0
CAR691;2011;32360,0;1272689,0;1272689,0
CAR694;2013;9146,0;1933,0;1933,0
CAR694;2014;1933,0;1933,0;1933,0
CAR694;2016;1933,0;1933,0;1933,0
CAR696;2013;14569,0;59984,0;8057,0
CAR761;2013;54300,0;42991,0;18835,0
CAR761;2014;9835,0;18835,0;19663,0
CAR768;2014;100000,0;378161,0;226143,0
CAR768;2018;36508,0;291170,0;89868,0
CAR768;2020;266551,0;302098,0;183349,0
CAR768;2022;29,0;155386,0;64073,0
CAR772;2013;64672,0;23697,0;13111,0
CAR772;2014;27746,0;27746,0;15062,0
CAR772;2016;10527,0;22200,0;8940,0
CAR772;2019;239,0;13634,0;3070,0
CAR773;2013;65994,0;30285,0;24839,0
CAR775;2014;42328,0;42730,0;14766,0
CAR776;2013;37858,0;37858,0;14258,0
CAR776;2015;23261,0;12688,0;10880,0
CAR776;2016;10709,0;10709,0;7812,0
CAR776;2017;7560,0;7560,0;5104,0
CAR782;2013;124876,0;124876,0;85116,0
CAR782;2014;85116,0;85116,0;79559,0
CAR782;2015;79559,0;79559,0;38000,0
CAR782;2017;38000,0;38000,0;29352,0
CAR785;2020;5000,0;132506,0;57955,0
CAR786;2011;140358,0;160000,0;47593,0
CAR790;2012;54017,0;54017,0;44730,0
CAR790;2013;44730,0;44730,0;68840,0
CAR790;2014;68840,0;68840,0;75273,0
CAR790;2015;75273,0;75273,0;84384,0
CAR790;2016;79200,0;84384,0;81560,0
CAR790;2017;81560,0;81560,0;61562,0
CAR790;2018;61562,0;61562,0;85883,0
CAR790;2019;5184,0;85883,0;83545,0
CAR790;2020;169428,0;83545,0;102406,0
CAR794;2013;17155,0;15435,0;10426,0
CAR802;2014;11660,0;5793,0;5612,0
CAR802;2016;5793,0;4440,0;4465,0
CAR802;2017;14090,0;4465,0;7859,0
CAR802;2019;20659,0;4942,0;4563,0
CAR802;2020;10143,0;4563,0;4591,0
CAR807;2012;34750,0;34750,0;32394,0
CAR807;2013;32394,0;32394,0;32382,0
CAR807;2014;32382,0;32382,0;29007,0
CAR807;2015;29007,0;29007,0;26302,0
CAR807;2016;26302,0;26302,0;24080,0
CAR807;2018;42042,0;42042,0;21075,0
CAR811;2012;18032,0;52882,0;103787,0
CAR811;2013;26,0;103203,0;82647,0
CAR811;2014;168150,0;76633,0;94000,0
CAR811;2015;98955,0;127274,0;91422,0
CAR811;2016;108681,0;55988,0;120525,0
CAR811;2017;134597,0;118869,0;121960,0
CAR811;2018;133957,0;133957,0;74128,0
CAR811;2019;82516,0;82516,0;105039,0
CAR811;2020;97812,0;97208,0;115992,0
CAR811;2021;83028,0;83028,0;161126,0
CAR811;2022;131165,0;278291,0;129580,0
CAR812;2013;45913,0;45913,0;17442,0
CAR812;2015;43303,0;24727,0;26575,0
CAR812;2016;27779,0;27779,0;23867,0
CAR812;2017;23615,0;23615,0;15524,0
CAR817;2013;22467,0;22467,0;14247,0
CAR817;2015;14247,0;26311,0;33373,0
CAR817;2016;26311,0;33373,0;20585,0
CAR817;2017;33373,0;20585,0;21606,0
CAR817;2018;20585,0;21606,0;32071,0
CAR817;2019;21606,0;32071,0;28407,0
CAR817;2020;60478,0;28407,0;18726,0
CAR825;2012;1080,0;13723,0;17406,0
CAR825;2013;14146,0;17406,0;30800,0
CAR825;2014;8403,0;30800,0;32482,0
CAR825;2023;20145,0;13110,0;15266,0
CAR829;2014;31062,0;16898,0;18424,0
CAR829;2015;20464,0;20749,0;25027,0
CAR829;2016;6843,0;23832,0;22747,0
CAR829;2018;14664,0;45245,0;22838,0
CAR829;2019;10876,0;22286,0;19842,0
CAR829;2021;21902,0;27010,0;8848,0
CAR829;2023;5,0;18988,0;8150,0
CAR830;2012;21946,0;32342,0;10396,0
CAR838;2013;48841,0;48841,0;22407,0
CAR838;2015;45409,0;22733,0;33640,0
CAR838;2016;31662,0;31662,0;51638,0
CAR838;2018;110256,0;71212,0;51132,0
CAR838;2020;134998,0;83348,0;80569,0
CAR838;2022;105419,0;87269,0;92349,0
CAR844;2014;546,0;32087,0;2453,0
CAR844;2016;31000,0;10399,0;8800,0
CAR844;2018;18729,0;8330,0;12204,0
CAR844;2019;24069,0;24069,0;13192,0
CAR844;2020;12660,0;12660,0;16024,0
CAR844;2022;20412,0;20412,0;11810,0
CAR866;2012;3943,0;65368,0;33585,0
CAR866;2013;44345,0;33585,0;61926,0
CAR866;2014;31182,0;61926,0;53508,0
CAR866;2015;37726,0;53508,0;36256,0
CAR866;2016;19483,0;36256,0;28633,0
CAR866;2018;24850,0;61086,0;22672,0
CAR866;2022;43823,0;49397,0;28776,0
CAR866;2023;25574,0;28776,0;43433,0
CAR880;2022;20178,0;41093,0;38388,0
CAR880;2023;10725,0;38388,0;23371,0
CAR881;2022;95027,0;35242,0;24896,0
CAR886;2013;6220,0;21360,0;22235,0
CAR886;2015;18521,0;18521,0;17868,0
CAR886;2016;49718,0;17868,0;16840,0
CAR886;2017;16840,0;16840,0;9633,0
CAR886;2018;9633,0;9633,0;3231,0
CAR886;2021;15226,0;15226,0;12597,0
CAR887;2013;82560,0;82560,0;50912,0
CAR887;2014;50912,0;50912,0;56603,0
CAR887;2015;56603,0;56603,0;53415,0
CAR887;2016;53415,0;53415,0;57887,0
CAR887;2017;57887,0;57887,0;50378,0
CAR887;2018;50378,0;50378,0;48436,0
CAR887;2020;91558,0;43122,0;33057,0
CAR887;2021;33057,0;33057,0;32337,0
CAR887;2023;53778,0;21441,0;16160,0
CAR888;2014;30303,0;30303,0;14301,0
CAR888;2015;19022,0;19022,0;32067,0
CAR888;2016;18758,0;53045,0;31999,0
CAR888;2017;34287,0;29158,0;31077,0
CAR888;2018;29158,0;33333,0;31500,0
CAR888;2019;33333,0;31976,0;32078,0
CAR888;2020;64361,0;32385,0;36381,0
CAR888;2021;37233,0;37233,0;32000,0
CAR888;2023;58700,0;58700,0;33213,0
CAR888;2024;30894,0;30894,0;15561,0
CAR892;2014;93339,0;93339,0;49769,0
CAR892;2015;49382,0;49382,0;41529,0
CAR892;2017;76721,0;35192,0;41124,0
CAR911;2016;4006,0;22006,0;20091,0
CAR911;2017;19111,0;20107,0;22977,0
CAR911;2018;36932,0;22991,0;23472,0
CAR911;2019;27784,0;23413,0;27885,0
CAR911;2020;7118,0;27850,0;25794,0
CAR911;2021;20870,0;25977,0;23146,0
CAR911;2022;11026,0;22999,0;23747,0
CAR920;2014;7443,0;31543,0;3722,0
CAR935;2012;28,0;22378,0;2527,0
CAR935;2013;11620,0;2527,0;2527,0
CAR935;2014;5846,0;2527,0;2527,0
CAR935;2015;1210,0;2527,0;2527,0
CAR935;2016;2754,0;2527,0;2527,0
CAR935;2017;2997,0;2527,0;3521,0
CAR944;2014;22251,0;5914,0;8911,0
CAR956;2014;81814,0;34939,0;49621,0
CAR965;2017;20416,0;20416,0;20416,0
CAR969;2017;58509,0;27406,0;27406,0
CAR969;2022;324,0;36215,0;36215,0
CAR973;2014;901980,0;1748472,0;119314,0
CAR982;2017;17732,0;9352,0;9352,0
CAR988;2015;23100,0;23100,0;9059,0
CAR988;2016;9059,0;9059,0;11107,0
CAR988;2017;11107,0;11107,0;7424,0
CAR988;2018;7424,0;7424,0;11869,0
CAR988;2019;11369,0;11869,0;13713,0
CAR988;2020;9500,0;13713,0;8523,0
CAR988;2022;1083,0;8523,0;10815,0
CAR988;2023;12153,0;19615,0;5976,0
CAR989;2017;25862,0;13433,0;13433,0
CAR990;2014;364624,0;236739,0;41081,0
CAR993;2014;671621,0;704432,0;16436,0
CAR993;2017;42841,0;90929,0;3051,0
CAR996;2015;18912,0;18912,0;14727,0
CAR996;2016;14727,0;14727,0;14089,0
CAR996;2017;14089,0;14089,0;13838,0
CAR996;2018;13838,0;13838,0;19568,0
CAR996;2019;19568,0;19568,0;19032,0
CAR996;2020;10000,0;19032,0;12212,0
CAR996;2022;1760,0;12212,0;17435,0
CAR996;2023;19184,0;37422,0;15312,0
CAR997;2014;61941,0;24643,0;62223,0
CAR997;2017;119172,0;33536,0;21603,0
CAR998;2015;9004,0;9004,0;6296,0
CAR998;2016;7930,0;7930,0;7810,0
CAR998;2017;6395,0;6395,0;7177,0
CAR998;2018;7057,0;7057,0;7683,0
CAR998;2019;5224,0;8407,0;7187,0
CAR1002;2017;3521,0;7101,0;4397,0
CAR1008;2016;10153,0;18798,0;16249,0
CAR1008;2017;16249,0;16249,0;11806,0
CAR1008;2018;40522,0;11806,0;14823,0
CAR1008;2019;19424,0;14823,0;18159,0
CAR1008;2021;3118,0;19959,0;18652,0
CAR1008;2023;15642,0;22257,0;33085,0
CAR1013;2017;274000,0;79600,0;58030,0
CAR1013;2020;52060,0;101395,0;106375,0
CAR1019;2020;1346,0;12166,0;15042,0
CAR1021;2014;13810,0;67490,0;67490,0
CAR1022;2014;52279,0;43183,0;30650,0
CAR1022;2017;134591,0;37836,0;39743,0
CAR1027;2015;129307,0;129307,0;140846,0
CAR1027;2016;117814,0;117814,0;149744,0
CAR1027;2017;154012,0;154012,0;145899,0
CAR1027;2018;142630,0;283570,0;144544,0
CAR1027;2019;140940,0;135195,0;137123,0
CAR1027;2020;135195,0;141930,0;150902,0
CAR1027;2022;149983,0;149983,0;105777,0
CAR1027;2023;114288,0;114288,0;92825,0
CAR1035;2017;57108,0;20421,0;20421,0
CAR1035;2020;34142,0;18657,0;20248,0
CAR1035;2022;10386,0;9879,0;31051,0
CAR1036;2014;14773,0;12988,0;12988,0
CAR1036;2017;51176,0;17178,0;17178,0
CAR1036;2022;18005,0;17497,0;23667,0
CAR1041;2017;5819,0;585412,0;67491,0
CAR1050;2015;41981,0;41981,0;50298,0
CAR1050;2017;50298,0;23124,0;45140,0
CAR1050;2018;68264,0;45140,0;22425,0
CAR1050;2020;53860,0;53860,0;23878,0
CAR1050;2022;23878,0;65414,0;59943,0
CAR1050;2023;96536,0;59943,0;40063,0
CAR1055;2017;36339,0;16596,0;14687,0
CAR1056;2017;30533,0;16008,0;15018,0
CAR1057;2017;25799,0;13140,0;7879,0
CAR1057;2020;25855,0;7463,0;3147,0
CAR1058;2017;67375,0;24418,0;19801,0
CAR1066;2017;194181,0;278813,0;33892,0
CAR1072;2014;129838,0;129838,0;129838,0
CAR1076;2017;55181,0;14915,0;14915,0
CAR1078;2017;42384,0;16401,0;16401,0
CAR1080;2017;28932,0;10280,0;10280,0
CAR1088;2017;825519,0;148483,0;25811,0
CAR1095;2017;1250441,0;81728,0;60036,0
CAR1096;2016;25,0;17911,0;9610,0
CAR1096;2017;18907,0;9610,0;11898,0
CAR1096;2018;24949,0;11898,0;11052,0
CAR1096;2019;14911,0;11052,0;9035,0
CAR1096;2020;11325,0;9035,0;9534,0
CAR1097;2017;60092,0;24473,0;16999,0
CAR1098;2017;81755,0;82509,0;126781,0
CAR1098;2020;3245,0;110461,0;149253,0
CAR1098;2023;3809,0;387907,0;110724,0
CAR1098;2024;209591,0;212452,0;101728,0
CAR1099;2017;60000,0;89607,0;68596,0
CAR1099;2020;65710,0;57295,0;35099,0
CAR1099;2022;11917,0;52469,0;71294,0
CAR1099;2024;118055,0;207076,0;78266,0
CAR1100;2020;585,0;58837,0;68526,0
CAR1100;2022;104486,0;73440,0;72380,0
CAR1105;2017;424076,0;234621,0;320214,0
CAR1105;2020;382239,0;193290,0;182382,0
CAR1105;2022;6320,0;346846,0;261720,0
CAR1105;2023;39840,0;261720,0;329027,0
CAR1109;2017;107088,0;43045,0;42424,0
CAR1109;2020;96217,0;7616,0;8203,0
CAR1120;2017;56790,0;67868,0;34795,0
CAR1122;2017;11633,0;9075,0;9075,0
CAR1124;2022;494,0;11736,0;11736,0
CAR1126;2017;60461,0;20998,0;17067,0
CAR1127;2017;59593,0;23396,0;13879,0
CAR1128;2017;41736,0;9488,0;9347,0
CAR1132;2017;22162,0;10526,0;11750,0
CAR1133;2017;17258,0;5934,0;6549,0
CAR1136;2020;43993,0;50107,0;51095,0
CAR1137;2017;18283,0;5921,0;3983,0
CAR1138;2020;68336,0;29482,0;28850,0
CAR1139;2017;299094,0;248509,0;235963,0
CAR1139;2020;35779,0;418384,0;252917,0
CAR1139;2022;14393,0;228567,0;206767,0
CAR1139;2023;2337,0;206767,0;105634,0
CAR1141;2022;1371,0;28788,0;8101,0
CAR1142;2017;3961,0;7922,0;3175,0
CAR1143;2017;42450,0;25570,0;16880,0
CAR1143;2020;34422,0;15789,0;18424,0
CAR1145;2017;15172,0;7838,0;13603,0
CAR1145;2023;1482,0;14908,0;13075,0
CAR1146;2017;17918,0;9525,0;8724,0
CAR1147;2020;56431,0;71719,0;35008,0
CAR1151;2017;40236,0;40236,0;7893,0
CAR1152;2017;37580,0;24217,0;13353,0
CAR1153;2017;35292,0;21782,0;13510,0
CAR1153;2020;24928,0;11739,0;7054,0
CAR1154;2017;40457,0;16023,0;13973,0
CAR1154;2020;23877,0;14790,0;13104,0
CAR1155;2017;29096,0;14935,0;11914,0
CAR1156;2017;7720,0;15123,0;7128,0
CAR1159;2020;140,0;41788,0;15271,0
CAR1162;2020;627,0;627,0;1057,0
CAR1169;2017;25000,0;40632,0;54717,0
CAR1175;2017;3105987,0;2839697,0;107913,0
CAR1175;2020;672216,0;259612,0;123365,0
CAR1178;2017;18753,0;18782,0;22684,0
CAR1180;2017;763870,0;763870,0;39896,0
CAR1184;2017;15531,0;8956,0;6575,0
CAR1184;2020;22014,0;11332,0;8393,0
CAR1191;2022;31509,0;168978,0;16420,0
CAR1197;2020;564899,0;78691,0;72575,0
CAR1197;2022;217669,0;18432,0;56917,0
CAR1205;2020;1844383,0;2523876,0;126875,0
CAR1208;2020;50255,0;521086,0;57896,0
CAR1213;2020;414286,0;19795,0;2052,0
CAR1215;2020;2018379,0;121165,0;105660,0
CAR1217;2020;53374,0;6589,0;19851,0
CAR1237;2018;1983,0;4803,0;1887,0
CAR1237;2020;1889,0;3774,0;1875,0
CAR1238;2018;2804,0;11955,0;6178,0
CAR1238;2020;11017,0;12511,0;6214,0
CAR1238;2022;94,0;12018,0;5988,0
CAR1244;2017;110990,0;110990,0;110990,0
CAR1246;2024;7859,0;15088,0;7229,0
CAR1247;2019;23710,0;35565,0;11855,0
CAR1247;2020;23417,0;11888,0;11265,0
CAR1247;2021;326,0;10718,0;10425,0
CAR1247;2022;9606,0;10182,0;4631,0
CAR1248;2017;87771,0;96564,0;96564,0
CAR1249;2017;73506,0;141207,0;141207,0
CAR1251;2017;55471,0;55471,0;55471,0
CAR1252;2017;40916,0;140916,0;140916,0
CAR1253;2020;11691,0;13376,0;1685,0
CAR1254;2017;140698,0;140698,0;140698,0
CAR1257;2020;1525044,0;91631,0;94840,0
CAR1258;2017;70000,0;72606,0;72606,0
CAR1259;2022;4719,0;9092,0;4301,0
CAR1260;2022;1624,0;2920,0;1583,0
CAR1261;2018;4144,0;10399,0;9512,0
CAR1261;2019;11859,0;9512,0;9512,0
CAR1261;2020;5582,0;9512,0;9432,0
CAR1261;2021;8420,0;9432,0;9401,0
CAR1261;2022;6094,0;9401,0;8382,0
CAR1261;2023;1515,0;8382,0;8887,0
CAR1262;2019;3448,0;11807,0;8416,0
CAR1263;2017;72128,0;122129,0;122129,0
CAR1264;2020;4912160,0;6386504,0;119846,0
CAR1264;2022;6082,0;119846,0;85225,0
CAR1264;2023;1395,0;255675,0;85225,0
CAR1265;2020;78510,0;41346,0;43554,0
CAR1265;2022;215,0;49659,0;53995,0
CAR1265;2023;1767,0;53995,0;60487,0
CAR1268;2017;55404,0;55404,0;55404,0
CAR1269;2017;8184,0;33184,0;33184,0
CAR1270;2017;111732,0;223464,0;223464,0
CAR1274;2020;13113,0;13637,0;6821,0
CAR1275;2022;164,0;10731,0;5732,0
CAR1282;2021;8497,0;12247,0;4970,0
CAR1282;2022;10082,0;4369,0;1008,0
CAR1284;2022;4830,0;9974,0;4621,0
CAR1285;2019;2284,0;7884,0;9191,0
CAR1285;2020;7377,0;6255,0;8310,0
CAR1285;2021;14662,0;17850,0;6068,0
CAR1285;2022;7666,0;5543,0;1370,0
CAR1299;2020;3281,0;4869,0;2418,0
CAR1306;2018;3909,0;3909,0;3485,0
CAR1314;2020;57936,0;1409512,0;58569,0
CAR1315;2024;25185,0;121056,0;67024,0
CAR1316;2024;16994,0;75097,0;52066,0
CAR1317;2024;62324,0;90510,0;62718,0
CAR1321;2020;1550,0;2040,0;3093,0
CAR1325;2021;3352,0;3352,0;3426,0
CAR1328;2022;50,0;1389,0;691,0
CAR1329;2020;29538,0;445192,0;2164,0
CAR1330;2022;3802,0;12369,0;3947,0
CAR1335;2020;160614,0;355684,0;386413,0
CAR1335;2021;351953,0;391286,0;372322,0
CAR1335;2022;371917,0;293788,0;310921,0
CAR1335;2023;156274,0;203691,0;288891,0
CAR1335;2024;203691,0;332032,0;145307,0
CAR1337;2023;9970,0;15734,0;13335,0
CAR1339;2020;644674,0;2430904,0;14214,0
CAR1340;2020;16953,0;20517,0;15122,0
CAR1345;2021;1959,0;1959,0;305,0
CAR1347;2021;5280,0;5280,0;1480,0
CAR1348;2021;1638,0;1638,0;310,0
CAR1350;2021;1442,0;1442,0;184,0
CAR1351;2021;781,0;781,0;91,0
CAR1352;2021;4090,0;4090,0;815,0
CAR1353;2021;1109,0;1109,0;137,0
CAR1354;2021;3738,0;3738,0;825,0
CAR1355;2021;1254,0;1254,0;228,0
CAR1356;2021;1214,0;1214,0;255,0
CAR1357;2021;1807,0;1807,0;447,0
CAR1358;2021;852,0;852,0;201,0
CAR1359;2021;971,0;971,0;166,0
CAR1360;2021;1289,0;1289,0;150,0
CAR1361;2021;2291,0;2291,0;345,0
CAR1362;2021;3293,0;3293,0;601,0
CAR1363;2021;2537,0;2537,0;303,0
CAR1364;2021;768,0;768,0;241,0
CAR1366;2021;777,0;777,0;70,0
CAR1372;2020;34820,0;98685,0;69928,0
CAR1372;2021;55875,0;69928,0;85131,0
CAR1372;2022;13459,0;85131,0;106207,0
CAR1372;2023;66368,0;106207,0;97786,0
CAR1392;2022;20149,0;31967,0;129801,0
CAR1398;2023;10632,0;10632,0;5861,0
CAR1399;2021;10740,0;10740,0;7494,0
CAR1399;2022;5872,0;7556,0;4027,0
CAR1399;2023;2813,0;3897,0;139,0
CAR1401;2020;743,0;119156,0;119156,0
CAR1411;2021;13784,0;13784,0;24277,0
CAR1411;2022;19442,0;24881,0;6967,0
CAR1411;2023;7452,0;6304,0;225,0
CAR1415;2021;9540,0;11435,0;5154,0
CAR1415;2022;6251,0;5124,0;5057,0
CAR1415;2023;3291,0;5054,0;180,0
CAR1425;2022;303,0;8337,0;4241,0
CAR1441;2020;1262,0;78211,0;78211,0
CAR1443;2021;19992,0;19992,0;11830,0
CAR1443;2022;8769,0;11882,0;7975,0
CAR1443;2023;5113,0;7830,0;279,0
CAR1455;2021;29,0;32986,0;38049,0
CAR1459;2022;15996,0;18934,0;96678,0
CAR1461;2022;50941,0;22792,0;31849,0
CAR1461;2023;15604,0;32184,0;1149,0
CAR1462;2022;6418,0;7893,0;4547,0
CAR1462;2023;6033,0;4558,0;162,0
CAR1463;2022;28430,0;47195,0;26794,0
CAR1463;2023;44710,0;26814,0;957,0
CAR1464;2023;8780,0;81405,0;1121,0
CAR1480;2021;216555,0;1268775,0;2092821,0
CAR1480;2022;479879,0;4122894,0;4399846,0
CAR1480;2023;1315627,0;2466943,0;4993130,0
CAR1480;2024;2026762,0;6656477,0;3029292,0
CAR1514;2022;4353,0;49253,0;22706,0
CAR1531;2022;9891,0;13060,0;3377,0
CAR1531;2023;3284,0;3226,0;115,0
CAR1532;2023;36740,0;24811,0;886,0
CAR1569;2023;7454,0;27477,0;517,0
CAR1606;2023;2219,0;35036,0;8964,0
CAR1607;2023;2500,0;38466,0;7631,0
CAR1608;2023;2500,0;42408,0;8767,0
CAR1663;2023;75000,0;195693,0;248321,0
CAR1674;2024;301009,0;864873,0;83079,0
CAR1731;2024;2000,0;6356,0;889,0
CAR1744;2023;43646,0;43646,0;33910,0
GS347;2009;33540,0;61596,0;59124,0
GS347;2010;37047,0;71266,0;57867,0
GS347;2011;7334,0;60884,0;62662,0
GS347;2012;26407,0;63903,0;62896,0
GS347;2013;22239,0;63304,0;16808,0
GS351;2023;890,0;177990,0;17448,0
GS352;2010;58690,0;186321,0;92886,0
GS352;2011;145829,0;68737,0;138505,0
GS352;2012;97325,0;138505,0;144733,0
GS352;2013;92480,0;144733,0;141271,0
GS352;2014;102597,0;141271,0;116022,0
GS352;2015;30577,0;146604,0;30582,0
GS352;2017;73323,0;130850,0;109344,0
GS352;2018;55574,0;111459,0;108280,0
GS352;2019;68903,0;113945,0;110897,0
GS352;2020;89217,0;117609,0;123030,0
GS352;2021;145735,0;115683,0;116316,0
GS352;2023;113976,0;228318,0;23002,0
GS355;2012;784,0;784,0;1122,0
GS367;2010;153894,0;208025,0;114350,0
GS367;2011;27255,0;120035,0;126327,0
GS367;2012;40386,0;130786,0;50408,0
GS367;2023;35602,0;816099,0;68054,0
GS368;2009;4473,0;84441,0;83992,0
GS368;2010;90542,0;103684,0;83992,0
GS368;2011;118557,0;85950,0;87104,0
GS368;2012;54784,0;86513,0;81664,0
GS369;2010;58842,0;60174,0;61921,0
GS369;2011;28827,0;59784,0;70876,0
GS369;2012;8012,0;72715,0;59964,0
GS369;2013;44300,0;59039,0;8948,0
GS390;2014;167665,0;68678,0;84360,0
GS390;2019;86300,0;156534,0;70103,0
GS390;2021;11685,0;214341,0;68633,0
GS397;2010;12127,0;204337,0;123454,0
GS397;2011;81884,0;119306,0;106637,0
GS397;2013;35928,0;153709,0;96039,0
GS397;2014;11234,0;180516,0;129224,0
GS397;2019;245144,0;510733,0;135328,0
GS397;2021;88346,0;317242,0;46186,0
GS398;2011;57284,0;82224,0;132777,0
GS398;2012;10479,0;122962,0;237630,0
GS398;2013;176839,0;231043,0;257882,0
GS398;2020;442218,0;1323423,0;243613,0
GS399;2011;43459,0;46599,0;45204,0
GS399;2012;18840,0;88739,0;56058,0
GS407;2011;2000,0;252682,0;309562,0
GS407;2013;110929,0;443533,0;310461,0
GS407;2014;30858,0;339585,0;405889,0
GS407;2016;376413,0;824977,0;537344,0
GS407;2018;339096,0;1150576,0;551711,0
GS407;2020;252427,0;848659,0;730999,0
GS407;2021;315953,0;495545,0;683663,0
GS407;2022;837017,0;801020,0;312799,0
GS413;2011;55204,0;79012,0;163054,0
GS413;2012;103975,0;207022,0;236819,0
GS413;2013;92611,0;236819,0;292473,0
GS413;2014;205737,0;292473,0;218399,0
GS413;2016;101965,0;200000,0;169686,0
GS413;2017;172595,0;207240,0;90966,0
GS414;2011;17880,0;70068,0;154522,0
GS414;2012;42163,0;194096,0;165651,0
GS414;2013;115707,0;165651,0;217007,0
GS414;2014;144145,0;278391,0;67375,0
GS414;2016;115954,0;150000,0;58612,0
GS423;2010;1003,0;1298,0;2722,0
GS423;2011;1457,0;2374,0;2625,0
GS423;2015;4391,0;5281,0;2967,0
GS423;2016;1495,0;6912,0;3588,0
GS423;2018;309,0;3134,0;1984,0
GS423;2020;150,0;4086,0;3376,0
GS436;2011;64000,0;60852,0;65617,0
GS437;2012;7430,0;45404,0;11853,0
GS438;2011;5,0;54624,0;43569,0
GS438;2012;34372,0;45842,0;17650,0
GS439;2009;2484,0;44050,0;25079,0
GS439;2010;23955,0;23208,0;24671,0
GS439;2011;5581,0;23568,0;28949,0
GS439;2012;23880,0;32747,0;28702,0
GS439;2013;35311,0;25075,0;4338,0
GS440;2009;65621,0;649241,0;446503,0
GS440;2010;666113,0;463210,0;490728,0
GS440;2011;449914,0;484240,0;425493,0
GS440;2012;440837,0;417824,0;458832,0
GS440;2013;235019,0;528679,0;624841,0
GS445;2011;33000,0;66880,0;48952,0
GS445;2015;20505,0;167029,0;46319,0
GS445;2018;79677,0;94166,0;29620,0
GS447;2010;400,0;69952,0;169084,0
GS447;2011;22928,0;171746,0;220542,0
GS447;2012;50962,0;382046,0;335612,0
GS447;2013;267582,0;267941,0;482134,0
GS447;2014;87444,0;482134,0;713792,0
GS447;2015;748276,0;139689,0;711962,0
GS447;2016;589508,0;980920,0;613532,0
GS447;2017;1025011,0;650000,0;787747,0
GS447;2018;576446,0;862319,0;764535,0
GS447;2019;743090,0;769535,0;759570,0
GS447;2020;667544,0;761760,0;703298,0
GS447;2021;840181,0;623901,0;1078354,0
GS447;2022;542231,0;1344666,0;1131153,0
GS447;2023;1020893,0;767866,0;718037,0
GS457;2008;2214,0;24608,0;9807,0
GS464;2012;12578,0;24110,0;63069,0
GS464;2013;23714,0;63069,0;116358,0
GS464;2014;68393,0;116358,0;181996,0
GS464;2015;32038,0;181996,0;163057,0
GS464;2017;105454,0;163057,0;287347,0
GS464;2018;29034,0;513529,0;312511,0
GS464;2020;98816,0;312511,0;338520,0
GS464;2021;375475,0;357766,0;469066,0
GS464;2022;743389,0;338520,0;507963,0
GS467;2016;936,0;4447,0;1852,0
GS472;2010;66909,0;455478,0;248316,0
GS472;2011;165618,0;248316,0;310115,0
