Name of the initiative;Instrument Type;Year;Price;Revenue;Emissions
South Africa carbon tax;Carbon tax;2006;;0,0;
South Africa carbon tax;Carbon tax;2007;;0,0;
South Africa carbon tax;Carbon tax;2008;;0,0;
South Africa carbon tax;Carbon tax;2009;;0,0;
South Africa carbon tax;Carbon tax;2010;;0,0;
South Africa carbon tax;Carbon tax;2011;;0,0;
South Africa carbon tax;Carbon tax;2012;;0,0;
South Africa carbon tax;Carbon tax;2013;;0,0;
South Africa carbon tax;Carbon tax;2014;;0,0;
South Africa carbon tax;Carbon tax;2015;;0,0;
South Africa carbon tax;Carbon tax;2016;;0,0;
South Africa carbon tax;Carbon tax;2017;;0,0;
South Africa carbon tax;Carbon tax;2018;;0,0;
South Africa carbon tax;Carbon tax;2019;;0,0;
Chile carbon tax;Carbon tax;1990;;0,0;
Chile carbon tax;Carbon tax;1991;;0,0;
Chile carbon tax;Carbon tax;1992;;0,0;
Chile carbon tax;Carbon tax;1993;;0,0;
Chile carbon tax;Carbon tax;1994;;0,0;
Chile carbon tax;Carbon tax;1995;;0,0;
Chile carbon tax;Carbon tax;1996;;0,0;
Chile carbon tax;Carbon tax;1997;;0,0;
Chile carbon tax;Carbon tax;1998;;0,0;
Chile carbon tax;Carbon tax;1999;;0,0;
Chile carbon tax;Carbon tax;2000;;0,0;
Chile carbon tax;Carbon tax;2001;;0,0;
Chile carbon tax;Carbon tax;2002;;0,0;
Chile carbon tax;Carbon tax;2003;;0,0;
Chile carbon tax;Carbon tax;2004;;0,0;
Chile carbon tax;Carbon tax;2005;;0,0;
Chile carbon tax;Carbon tax;2006;;0,0;
Chile carbon tax;Carbon tax;2007;;0,0;
Chile carbon tax;Carbon tax;2008;;0,0;
Chile carbon tax;Carbon tax;2009;;0,0;
Chile carbon tax;Carbon tax;2010;;0,0;
Chile carbon tax;Carbon tax;2011;;0,0;
Chile carbon tax;Carbon tax;2012;;0,0;
Chile carbon tax;Carbon tax;2013;;0,0;
Chile carbon tax;Carbon tax;2014;;0,0;
Chile carbon tax;Carbon tax;2015;;0,0;
Chile carbon tax;Carbon tax;2016;;0,0;
Colombia carbon tax;Carbon tax;1990;;0,0;
Colombia carbon tax;Carbon tax;1991;;0,0;
Colombia carbon tax;Carbon tax;1992;;0,0;
Colombia carbon tax;Carbon tax;1993;;0,0;
Colombia carbon tax;Carbon tax;1994;;0,0;
Colombia carbon tax;Carbon tax;1995;;0,0;
Colombia carbon tax;Carbon tax;1996;;0,0;
Colombia carbon tax;Carbon tax;1997;;0,0;
Colombia carbon tax;Carbon tax;1998;;0,0;
Colombia carbon tax;Carbon tax;1999;;0,0;
Colombia carbon tax;Carbon tax;2000;;0,0;
Colombia carbon tax;Carbon tax;2001;;0,0;
Colombia carbon tax;Carbon tax;2002;;0,0;
Colombia carbon tax;Carbon tax;2003;;0,0;
Colombia carbon tax;Carbon tax;2004;;0,0;
Colombia carbon tax;Carbon tax;2005;;0,0;
Colombia carbon tax;Carbon tax;2006;;0,0;
Colombia carbon tax;Carbon tax;2007;;0,0;
Colombia carbon tax;Carbon tax;2008;;0,0;
Colombia carbon tax;Carbon tax;2009;;0,0;
Colombia carbon tax;Carbon tax;2010;;0,0;
Colombia carbon tax;Carbon tax;2011;;0,0;
Colombia carbon tax;Carbon tax;2012;;0,0;
Colombia carbon tax;Carbon tax;2013;;0,0;
Colombia carbon tax;Carbon tax;2014;;0,0;
Colombia carbon tax;Carbon tax;2015;;0,0;
Colombia carbon tax;Carbon tax;2016;;0,0;
Ukraine carbon tax;Carbon tax;1990;;0,0;
Ukraine carbon tax;Carbon tax;1991;;0,0;
Ukraine carbon tax;Carbon tax;1992;;0,0;
Ukraine carbon tax;Carbon tax;1993;;0,0;
Ukraine carbon tax;Carbon tax;1994;;0,0;
Ukraine carbon tax;Carbon tax;1995;;0,0;
Ukraine carbon tax;Carbon tax;1996;;0,0;
Ukraine carbon tax;Carbon tax;1997;;0,0;
Ukraine carbon tax;Carbon tax;1998;;0,0;
Ukraine carbon tax;Carbon tax;1999;;0,0;
Ukraine carbon tax;Carbon tax;2000;;0,0;
Ukraine carbon tax;Carbon tax;2001;;0,0;
Ukraine carbon tax;Carbon tax;2002;;0,0;
Ukraine carbon tax;Carbon tax;2003;;0,0;
Ukraine carbon tax;Carbon tax;2004;;0,0;
Ukraine carbon tax;Carbon tax;2005;;0,0;
Ukraine carbon tax;Carbon tax;2006;;0,0;
Ukraine carbon tax;Carbon tax;2007;;0,0;
Ukraine carbon tax;Carbon tax;2008;;0,0;
Ukraine carbon tax;Carbon tax;2009;;0,0;
Ukraine carbon tax;Carbon tax;2010;;0,0;
Ukraine carbon tax;Carbon tax;2016;;3,3776769230769235;0,0019541490816605937
Liechtenstein carbon tax;Carbon tax;1990;;0,0;
Liechtenstein carbon tax;Carbon tax;1991;;0,0;
Liechtenstein carbon tax;Carbon tax;1992;;0,0;
Liechtenstein carbon tax;Carbon tax;1993;;0,0;
Liechtenstein carbon tax;Carbon tax;1994;;0,0;
Liechtenstein carbon tax;Carbon tax;1995;;0,0;
Liechtenstein carbon tax;Carbon tax;1996;;0,0;
Liechtenstein carbon tax;Carbon tax;1997;;0,0;
Liechtenstein carbon tax;Carbon tax;1998;;0,0;
Liechtenstein carbon tax;Carbon tax;1999;;0,0;
Liechtenstein carbon tax;Carbon tax;2000;;0,0;
Liechtenstein carbon tax;Carbon tax;2001;;0,0;
Liechtenstein carbon tax;Carbon tax;2002;;0,0;
Liechtenstein carbon tax;Carbon tax;2003;;0,0;
Liechtenstein carbon tax;Carbon tax;2004;;0,0;
Liechtenstein carbon tax;Carbon tax;2005;;0,0;
Liechtenstein carbon tax;Carbon tax;2006;;0,0;
Liechtenstein carbon tax;Carbon tax;2007;;0,0;
Liechtenstein carbon tax;Carbon tax;2016;;4,968199353560631;2,6931403004669538e-06
Washington CCA;ETS;1990;;0,0;
Washington CCA;ETS;1991;;0,0;
Washington CCA;ETS;1992;;0,0;
Washington CCA;ETS;1993;;0,0;
Washington CCA;ETS;1994;;0,0;
Washington CCA;ETS;1995;;0,0;
Washington CCA;ETS;1996;;0,0;
Washington CCA;ETS;1997;;0,0;
Washington CCA;ETS;1998;;0,0;
Washington CCA;ETS;1999;;0,0;
Washington CCA;ETS;2000;;0,0;
Washington CCA;ETS;2001;;0,0;
Washington CCA;ETS;2002;;0,0;
Washington CCA;ETS;2003;;0,0;
Washington CCA;ETS;2004;;0,0;
Washington CCA;ETS;2005;;0,0;
Washington CCA;ETS;2006;;0,0;
Washington CCA;ETS;2007;;0,0;
Washington CCA;ETS;2008;;0,0;
Washington CCA;ETS;2009;;0,0;
Washington CCA;ETS;2010;;0,0;
Washington CCA;ETS;2011;;0,0;
Washington CCA;ETS;2012;;0,0;
Washington CCA;ETS;2013;;0,0;
Washington CCA;ETS;2014;;0,0;
Washington CCA;ETS;2015;;0,0;
Washington CCA;ETS;2016;;0,0;
Washington CCA;ETS;2017;;0,0;
Washington CCA;ETS;2018;;0,0;
Washington CCA;ETS;2019;;0,0;
Washington CCA;ETS;2020;;0,0;
Washington CCA;ETS;2021;;0,0;
Washington CCA;ETS;2022;;0,0;
Fujian pilot ETS;ETS;1990;;0,0;
Fujian pilot ETS;ETS;1991;;0,0;
Fujian pilot ETS;ETS;1992;;0,0;
Fujian pilot ETS;ETS;1993;;0,0;
Fujian pilot ETS;ETS;1994;;0,0;
Fujian pilot ETS;ETS;1995;;0,0;
Fujian pilot ETS;ETS;1996;;0,0;
Fujian pilot ETS;ETS;1997;;0,0;
Fujian pilot ETS;ETS;1998;;0,0;
Fujian pilot ETS;ETS;1999;;0,0;
Fujian pilot ETS;ETS;2000;;0,0;
Fujian pilot ETS;ETS;2001;;0,0;
Fujian pilot ETS;ETS;2002;;0,0;
Fujian pilot ETS;ETS;2003;;0,0;
Fujian pilot ETS;ETS;2004;;0,0;
Fujian pilot ETS;ETS;2005;;0,0;
Fujian pilot ETS;ETS;2006;;0,0;
Fujian pilot ETS;ETS;2007;;0,0;
Fujian pilot ETS;ETS;2008;;0,0;
Fujian pilot ETS;ETS;2009;;0,0;
Fujian pilot ETS;ETS;2010;;0,0;
Fujian pilot ETS;ETS;2011;;0,0;
Fujian pilot ETS;ETS;2012;;0,0;
Fujian pilot ETS;ETS;2013;;0,0;
Fujian pilot ETS;ETS;2014;;0,0;
Fujian pilot ETS;ETS;2015;;0,0;
Fujian pilot ETS;ETS;2016;;0,5395705711280243;
Canada federal OBPS;ETS;1990;;0,0;
Canada federal OBPS;ETS;1991;;0,0;
Canada federal OBPS;ETS;1992;;0,0;
Canada federal OBPS;ETS;1993;;0,0;
Canada federal OBPS;ETS;1994;;0,0;
Canada federal OBPS;ETS;1995;;0,0;
Canada federal OBPS;ETS;1996;;0,0;
Canada federal OBPS;ETS;1997;;0,0;
Canada federal OBPS;ETS;1998;;0,0;
Canada federal OBPS;ETS;1999;;0,0;
Canada federal OBPS;ETS;2000;;0,0;
Canada federal OBPS;ETS;2001;;0,0;
Canada federal OBPS;ETS;2002;;0,0;
Canada federal OBPS;ETS;2003;;0,0;
Canada federal OBPS;ETS;2004;;0,0;
Canada federal OBPS;ETS;2005;;0,0;
Canada federal OBPS;ETS;2006;;0,0;
Canada federal OBPS;ETS;2007;;0,0;
Canada federal OBPS;ETS;2008;;0,0;
Canada federal OBPS;ETS;2009;;0,0;
Canada federal OBPS;ETS;2010;;0,0;
Canada federal OBPS;ETS;2011;;0,0;
Canada federal OBPS;ETS;2012;;0,0;
Canada federal OBPS;ETS;2013;;0,0;
Canada federal OBPS;ETS;2014;;0,0;
Canada federal OBPS;ETS;2015;;0,0;
Canada federal OBPS;ETS;2016;;0,0;
Canada federal OBPS;ETS;2017;;0,0;
Canada federal OBPS;ETS;2018;;0,0;
Canada federal OBPS;ETS;2020;;179,8902587442102;0,0001405167266709214
Singapore carbon tax;Carbon tax;1990;;0,0;
Singapore carbon tax;Carbon tax;1991;;0,0;
Singapore carbon tax;Carbon tax;1992;;0,0;
Singapore carbon tax;Carbon tax;1993;;0,0;
Singapore carbon tax;Carbon tax;1994;;0,0;
Singapore carbon tax;Carbon tax;1995;;0,0;
Singapore carbon tax;Carbon tax;1996;;0,0;
Singapore carbon tax;Carbon tax;1997;;0,0;
Singapore carbon tax;Carbon tax;1998;;0,0;
Singapore carbon tax;Carbon tax;1999;;0,0;
Singapore carbon tax;Carbon tax;2000;;0,0;
Singapore carbon tax;Carbon tax;2001;;0,0;
Singapore carbon tax;Carbon tax;2002;;0,0;
Singapore carbon tax;Carbon tax;2003;;0,0;
Singapore carbon tax;Carbon tax;2004;;0,0;
Singapore carbon tax;Carbon tax;2005;;0,0;
Singapore carbon tax;Carbon tax;2006;;0,0;
Singapore carbon tax;Carbon tax;2007;;0,0;
Singapore carbon tax;Carbon tax;2008;;0,0;
Singapore carbon tax;Carbon tax;2009;;0,0;
Singapore carbon tax;Carbon tax;2010;;0,0;
Singapore carbon tax;Carbon tax;2011;;0,0;
Singapore carbon tax;Carbon tax;2012;;0,0;
Singapore carbon tax;Carbon tax;2013;;0,0;
Singapore carbon tax;Carbon tax;2014;;0,0;
Singapore carbon tax;Carbon tax;2015;;0,0;
Singapore carbon tax;Carbon tax;2016;;0,0;
Singapore carbon tax;Carbon tax;2017;;0,0;
Singapore carbon tax;Carbon tax;2018;;0,0;
China national ETS;ETS;1990;;0,0;
China national ETS;ETS;1991;;0,0;
China national ETS;ETS;1992;;0,0;
China national ETS;ETS;1993;;0,0;
China national ETS;ETS;1994;;0,0;
China national ETS;ETS;1995;;0,0;
China national ETS;ETS;1996;;0,0;
China national ETS;ETS;1997;;0,0;
China national ETS;ETS;1998;;0,0;
China national ETS;ETS;1999;;0,0;
China national ETS;ETS;2000;;0,0;
China national ETS;ETS;2001;;0,0;
China national ETS;ETS;2002;;0,0;
China national ETS;ETS;2003;;0,0;
China national ETS;ETS;2004;;0,0;
China national ETS;ETS;2005;;0,0;
China national ETS;ETS;2006;;0,0;
China national ETS;ETS;2007;;0,0;
China national ETS;ETS;2008;;0,0;
China national ETS;ETS;2009;;0,0;
China national ETS;ETS;2010;;0,0;
China national ETS;ETS;2011;;0,0;
China national ETS;ETS;2012;;0,0;
China national ETS;ETS;2013;;0,0;
China national ETS;ETS;2014;;0,0;
China national ETS;ETS;2015;;0,0;
China national ETS;ETS;2016;;0,0;
China national ETS;ETS;2017;;0,0;
China national ETS;ETS;2018;;0,0;
China national ETS;ETS;2019;;0,0;
China national ETS;ETS;2020;;0,0;
Mexico pilot ETS;ETS;1990;;0,0;
Mexico pilot ETS;ETS;1991;;0,0;
Mexico pilot ETS;ETS;1992;;0,0;
Mexico pilot ETS;ETS;1993;;0,0;
Mexico pilot ETS;ETS;1994;;0,0;
Mexico pilot ETS;ETS;1995;;0,0;
Mexico pilot ETS;ETS;1996;;0,0;
Mexico pilot ETS;ETS;1997;;0,0;
Mexico pilot ETS;ETS;1998;;0,0;
Mexico pilot ETS;ETS;1999;;0,0;
Mexico pilot ETS;ETS;2000;;0,0;
Mexico pilot ETS;ETS;2001;;0,0;
Mexico pilot ETS;ETS;2002;;0,0;
Mexico pilot ETS;ETS;2003;;0,0;
Mexico pilot ETS;ETS;2004;;0,0;
Mexico pilot ETS;ETS;2005;;0,0;
Mexico pilot ETS;ETS;2006;;0,0;
Mexico pilot ETS;ETS;2007;;0,0;
Mexico pilot ETS;ETS;2008;;0,0;
Mexico pilot ETS;ETS;2009;;0,0;
Mexico pilot ETS;ETS;2010;;0,0;
Mexico pilot ETS;ETS;2011;;0,0;
Mexico pilot ETS;ETS;2012;;0,0;
Mexico pilot ETS;ETS;2013;;0,0;
Mexico pilot ETS;ETS;2014;;0,0;
Mexico pilot ETS;ETS;2015;;0,0;
Mexico pilot ETS;ETS;2016;;0,0;
Mexico pilot ETS;ETS;2017;;0,0;
Mexico pilot ETS;ETS;2018;;0,0;
Mexico pilot ETS;ETS;2019;;0,0;
Mexico pilot ETS;ETS;2020;;0,0;0,002803521433591649
Newfoundland and Labrador PSS;ETS;1990;;0,0;
Newfoundland and Labrador PSS;ETS;1991;;0,0;
Newfoundland and Labrador PSS;ETS;1992;;0,0;
Newfoundland and Labrador PSS;ETS;1993;;0,0;
Newfoundland and Labrador PSS;ETS;1994;;0,0;
Newfoundland and Labrador PSS;ETS;1995;;0,0;
Newfoundland and Labrador PSS;ETS;1996;;0,0;
Newfoundland and Labrador PSS;ETS;1997;;0,0;
Newfoundland and Labrador PSS;ETS;1998;;0,0;
Newfoundland and Labrador PSS;ETS;1999;;0,0;
Newfoundland and Labrador PSS;ETS;2000;;0,0;
Newfoundland and Labrador PSS;ETS;2001;;0,0;
Newfoundland and Labrador PSS;ETS;2002;;0,0;
Newfoundland and Labrador PSS;ETS;2003;;0,0;
Newfoundland and Labrador PSS;ETS;2004;;0,0;
Newfoundland and Labrador PSS;ETS;2005;;0,0;
Newfoundland and Labrador PSS;ETS;2006;;0,0;
Newfoundland and Labrador PSS;ETS;2007;;0,0;
Newfoundland and Labrador PSS;ETS;2008;;0,0;
Newfoundland and Labrador PSS;ETS;2009;;0,0;
Newfoundland and Labrador PSS;ETS;2010;;0,0;
Newfoundland and Labrador PSS;ETS;2011;;0,0;
Newfoundland and Labrador PSS;ETS;2012;;0,0;
Newfoundland and Labrador PSS;ETS;2013;;0,0;
Newfoundland and Labrador PSS;ETS;2014;;0,0;
Newfoundland and Labrador PSS;ETS;2015;;0,0;
Newfoundland and Labrador PSS;ETS;2016;;0,0;
Newfoundland and Labrador PSS;ETS;2017;;0,0;
Newfoundland and Labrador PSS;ETS;2018;;0,0;
Newfoundland and Labrador PSS;ETS;2020;;0,0;6,60447851586927e-05
Massachusetts ETS;ETS;1990;;0,0;
Massachusetts ETS;ETS;1991;;0,0;
Massachusetts ETS;ETS;1992;;0,0;
Massachusetts ETS;ETS;1993;;0,0;
Massachusetts ETS;ETS;1994;;0,0;
Massachusetts ETS;ETS;1995;;0,0;
Massachusetts ETS;ETS;1996;;0,0;
Massachusetts ETS;ETS;1997;;0,0;
Massachusetts ETS;ETS;1998;;0,0;
Massachusetts ETS;ETS;1999;;0,0;
Massachusetts ETS;ETS;2000;;0,0;
Massachusetts ETS;ETS;2001;;0,0;
Massachusetts ETS;ETS;2002;;0,0;
Massachusetts ETS;ETS;2003;;0,0;
Massachusetts ETS;ETS;2004;;0,0;
Massachusetts ETS;ETS;2005;;0,0;
Massachusetts ETS;ETS;2006;;0,0;
Massachusetts ETS;ETS;2007;;0,0;
Massachusetts ETS;ETS;2008;;0,0;
Massachusetts ETS;ETS;2009;;0,0;
Massachusetts ETS;ETS;2010;;0,0;
Massachusetts ETS;ETS;2011;;0,0;
Massachusetts ETS;ETS;2012;;0,0;
Massachusetts ETS;ETS;2013;;0,0;
Massachusetts ETS;ETS;2014;;0,0;
Massachusetts ETS;ETS;2015;;0,0;
Massachusetts ETS;ETS;2016;;0,0;
Massachusetts ETS;ETS;2017;;0,0;
Massachusetts ETS;ETS;2018;;2,92931089;0,0
Massachusetts ETS;ETS;2019;;8,19856686;0,0
Northwest Territories carbon tax;Carbon tax;1990;;0,0;
Northwest Territories carbon tax;Carbon tax;1991;;0,0;
Northwest Territories carbon tax;Carbon tax;1992;;0,0;
Northwest Territories carbon tax;Carbon tax;1993;;0,0;
Northwest Territories carbon tax;Carbon tax;1994;;0,0;
Northwest Territories carbon tax;Carbon tax;1995;;0,0;
Northwest Territories carbon tax;Carbon tax;1996;;0,0;
Northwest Territories carbon tax;Carbon tax;1997;;0,0;
Northwest Territories carbon tax;Carbon tax;1998;;0,0;
Northwest Territories carbon tax;Carbon tax;1999;;0,0;
Northwest Territories carbon tax;Carbon tax;2000;;0,0;
Northwest Territories carbon tax;Carbon tax;2001;;0,0;
Northwest Territories carbon tax;Carbon tax;2002;;0,0;
Northwest Territories carbon tax;Carbon tax;2003;;0,0;
Northwest Territories carbon tax;Carbon tax;2004;;0,0;
Northwest Territories carbon tax;Carbon tax;2005;;0,0;
Northwest Territories carbon tax;Carbon tax;2006;;0,0;
Northwest Territories carbon tax;Carbon tax;2007;;0,0;
Northwest Territories carbon tax;Carbon tax;2008;;0,0;
Northwest Territories carbon tax;Carbon tax;2009;;0,0;
Northwest Territories carbon tax;Carbon tax;2010;;0,0;
Northwest Territories carbon tax;Carbon tax;2011;;0,0;
Northwest Territories carbon tax;Carbon tax;2012;;0,0;
Northwest Territories carbon tax;Carbon tax;2013;;0,0;
Northwest Territories carbon tax;Carbon tax;2014;;0,0;
Northwest Territories carbon tax;Carbon tax;2015;;0,0;
Northwest Territories carbon tax;Carbon tax;2016;;0,0;
Northwest Territories carbon tax;Carbon tax;2017;;0,0;
Northwest Territories carbon tax;Carbon tax;2018;;0,0;
Northwest Territories carbon tax;Carbon tax;2019;;5,235270110702863;
Nova Scotia OBPS;ETS;2016;;0,0;
Nova Scotia OBPS;ETS;2017;;0,0;
Nova Scotia OBPS;ETS;2018;;0,0;
Nova Scotia OBPS;ETS;2019;;0,0;0,00026485361038925905
Nova Scotia OBPS;ETS;2020;;20,185691673279944;0,0002577405640911901
Canada federal fuel charge;Carbon tax;1990;;0,0;
Canada federal fuel charge;Carbon tax;1991;;0,0;
Canada federal fuel charge;Carbon tax;1992;;0,0;
Canada federal fuel charge;Carbon tax;1993;;0,0;
Canada federal fuel charge;Carbon tax;1994;;0,0;
Canada federal fuel charge;Carbon tax;1995;;0,0;
Canada federal fuel charge;Carbon tax;1996;;0,0;
Canada federal fuel charge;Carbon tax;1997;;0,0;
Canada federal fuel charge;Carbon tax;1998;;0,0;
Canada federal fuel charge;Carbon tax;1999;;0,0;
Canada federal fuel charge;Carbon tax;2000;;0,0;
Canada federal fuel charge;Carbon tax;2001;;0,0;
Canada federal fuel charge;Carbon tax;2002;;0,0;
Canada federal fuel charge;Carbon tax;2003;;0,0;
Canada federal fuel charge;Carbon tax;2004;;0,0;
Canada federal fuel charge;Carbon tax;2005;;0,0;
Canada federal fuel charge;Carbon tax;2006;;0,0;
Canada federal fuel charge;Carbon tax;2007;;0,0;
Canada federal fuel charge;Carbon tax;2008;;0,0;
Canada federal fuel charge;Carbon tax;2009;;0,0;
Canada federal fuel charge;Carbon tax;2010;;0,0;
Canada federal fuel charge;Carbon tax;2011;;0,0;
Canada federal fuel charge;Carbon tax;2012;;0,0;
Canada federal fuel charge;Carbon tax;2013;;0,0;
Canada federal fuel charge;Carbon tax;2014;;0,0;
Canada federal fuel charge;Carbon tax;2015;;0,0;
Canada federal fuel charge;Carbon tax;2016;;0,0;
Canada federal fuel charge;Carbon tax;2017;;0,0;
Canada federal fuel charge;Carbon tax;2018;;0,0;
Netherlands carbon tax;Carbon tax;1990;;0,0;
Netherlands carbon tax;Carbon tax;1991;;0,0;
Netherlands carbon tax;Carbon tax;1992;;0,0;
Netherlands carbon tax;Carbon tax;1993;;0,0;
Netherlands carbon tax;Carbon tax;1994;;0,0;
Netherlands carbon tax;Carbon tax;1995;;0,0;
Netherlands carbon tax;Carbon tax;1996;;0,0;
Netherlands carbon tax;Carbon tax;1997;;0,0;
Netherlands carbon tax;Carbon tax;1998;;0,0;
Netherlands carbon tax;Carbon tax;1999;;0,0;
Netherlands carbon tax;Carbon tax;2000;;0,0;
Netherlands carbon tax;Carbon tax;2001;;0,0;
Netherlands carbon tax;Carbon tax;2002;;0,0;
Netherlands carbon tax;Carbon tax;2003;;0,0;
Netherlands carbon tax;Carbon tax;2004;;0,0;
Netherlands carbon tax;Carbon tax;2005;;0,0;
Netherlands carbon tax;Carbon tax;2006;;0,0;
Netherlands carbon tax;Carbon tax;2007;;0,0;
Netherlands carbon tax;Carbon tax;2008;;0,0;
Netherlands carbon tax;Carbon tax;2009;;0,0;
Netherlands carbon tax;Carbon tax;2010;;0,0;
Netherlands carbon tax;Carbon tax;2011;;0,0;
Netherlands carbon tax;Carbon tax;2012;;0,0;
Netherlands carbon tax;Carbon tax;2013;;0,0;
Netherlands carbon tax;Carbon tax;2014;;0,0;
Netherlands carbon tax;Carbon tax;2015;;0,0;
Netherlands carbon tax;Carbon tax;2016;;0,0;
Netherlands carbon tax;Carbon tax;2017;;0,0;
Netherlands carbon tax;Carbon tax;2018;;0,0;
Netherlands carbon tax;Carbon tax;2019;;0,0;
Netherlands carbon tax;Carbon tax;2020;;0,0;
Netherlands carbon tax;Carbon tax;2021;;0,0;3,3680471140856725e-05
Netherlands carbon tax;Carbon tax;2022;;0,0;3,120650017103853e-05
Argentina carbon tax;Carbon tax;1990;;0,0;
Argentina carbon tax;Carbon tax;1991;;0,0;
Argentina carbon tax;Carbon tax;1992;;0,0;
Argentina carbon tax;Carbon tax;1993;;0,0;
Argentina carbon tax;Carbon tax;1994;;0,0;
Argentina carbon tax;Carbon tax;1995;;0,0;
Argentina carbon tax;Carbon tax;1996;;0,0;
Argentina carbon tax;Carbon tax;1997;;0,0;
Argentina carbon tax;Carbon tax;1998;;0,0;
Argentina carbon tax;Carbon tax;1999;;0,0;
Argentina carbon tax;Carbon tax;2000;;0,0;
Argentina carbon tax;Carbon tax;2001;;0,0;
Argentina carbon tax;Carbon tax;2002;;0,0;
Argentina carbon tax;Carbon tax;2003;;0,0;
Argentina carbon tax;Carbon tax;2004;;0,0;
Argentina carbon tax;Carbon tax;2005;;0,0;
Argentina carbon tax;Carbon tax;2006;;0,0;
Argentina carbon tax;Carbon tax;2007;;0,0;
Argentina carbon tax;Carbon tax;2008;;0,0;
Argentina carbon tax;Carbon tax;2009;;0,0;
Argentina carbon tax;Carbon tax;2010;;0,0;
Argentina carbon tax;Carbon tax;2011;;0,0;
Argentina carbon tax;Carbon tax;2012;;0,0;
Argentina carbon tax;Carbon tax;2013;;0,0;
Argentina carbon tax;Carbon tax;2014;;0,0;
Argentina carbon tax;Carbon tax;2015;;0,0;
Argentina carbon tax;Carbon tax;2016;;0,0;
Argentina carbon tax;Carbon tax;2017;;0,0;
Argentina carbon tax;Carbon tax;2018;;9,941789940041588;0,0027434337912475137
Argentina carbon tax;Carbon tax;2019;;4,186545834306532;0,0027022672019984388
Argentina carbon tax;Carbon tax;2020;;0,7416823127427086;0,0026945196413575095
Argentina carbon tax;Carbon tax;2021;;309,4789640700174;0,0027103077299530515
Argentina carbon tax;Carbon tax;2022;;313,92963196256636;0,002705853501042159
Argentina carbon tax;Carbon tax;2023;;198,10767628981728;0,002705853501042159
Saskatchewan OBPS;ETS;1990;;0,0;
Saskatchewan OBPS;ETS;1991;;0,0;
Saskatchewan OBPS;ETS;1992;;0,0;
Saskatchewan OBPS;ETS;1993;;0,0;
Saskatchewan OBPS;ETS;1994;;0,0;
Saskatchewan OBPS;ETS;1995;;0,0;
Saskatchewan OBPS;ETS;1996;;0,0;
Saskatchewan OBPS;ETS;1997;;0,0;
Saskatchewan OBPS;ETS;1998;;0,0;
Saskatchewan OBPS;ETS;1999;;0,0;
Saskatchewan OBPS;ETS;2000;;0,0;
Saskatchewan OBPS;ETS;2001;;0,0;
Saskatchewan OBPS;ETS;2002;;0,0;
Saskatchewan OBPS;ETS;2003;;0,0;
Saskatchewan OBPS;ETS;2004;;0,0;
Saskatchewan OBPS;ETS;2005;;0,0;
Saskatchewan OBPS;ETS;2006;;0,0;
Saskatchewan OBPS;ETS;2007;;0,0;
Saskatchewan OBPS;ETS;2008;;0,0;
Saskatchewan OBPS;ETS;2009;;0,0;
Saskatchewan OBPS;ETS;2010;;0,0;
Saskatchewan OBPS;ETS;2011;;0,0;
Saskatchewan OBPS;ETS;2012;;0,0;
Saskatchewan OBPS;ETS;2013;;0,0;
Saskatchewan OBPS;ETS;2014;;0,0;
Saskatchewan OBPS;ETS;2015;;0,0;
Saskatchewan OBPS;ETS;2016;;0,0;
Saskatchewan OBPS;ETS;2017;;0,0;
Saskatchewan OBPS;ETS;2018;;0,0;
Saskatchewan OBPS;ETS;2020;;0,0;0,0005520190625554608
Spain carbon tax;Carbon tax;1990;;0,0;
Spain carbon tax;Carbon tax;1991;;0,0;
Spain carbon tax;Carbon tax;1992;;0,0;
Spain carbon tax;Carbon tax;1993;;0,0;
Spain carbon tax;Carbon tax;1994;;0,0;
Spain carbon tax;Carbon tax;1995;;0,0;
Spain carbon tax;Carbon tax;1996;;0,0;
Spain carbon tax;Carbon tax;1997;;0,0;
Spain carbon tax;Carbon tax;1998;;0,0;
Spain carbon tax;Carbon tax;1999;;0,0;
Spain carbon tax;Carbon tax;2000;;0,0;
Spain carbon tax;Carbon tax;2001;;0,0;
Spain carbon tax;Carbon tax;2002;;0,0;
Spain carbon tax;Carbon tax;2003;;0,0;
Spain carbon tax;Carbon tax;2004;;0,0;
Spain carbon tax;Carbon tax;2005;;0,0;
Spain carbon tax;Carbon tax;2006;;0,0;
Spain carbon tax;Carbon tax;2007;;0,0;
Spain carbon tax;Carbon tax;2008;;0,0;
Spain carbon tax;Carbon tax;2009;;0,0;
Spain carbon tax;Carbon tax;2010;;0,0;
Spain carbon tax;Carbon tax;2011;;0,0;
Spain carbon tax;Carbon tax;2012;;0,0;
Spain carbon tax;Carbon tax;2013;;0,0;
Spain carbon tax;Carbon tax;2016;;113,1768;0,0001292813767401198
Spain carbon tax;Carbon tax;2017;;187,092739234921;0,00013266845674574367
New Brunswick OBPS;ETS;2016;;0,0;
New Brunswick OBPS;ETS;2017;;0,0;
New Brunswick OBPS;ETS;2018;;0,0;
New Brunswick OBPS;ETS;2019;;0,0;
New Brunswick OBPS;ETS;2020;;0,0;
Ontario EPS;ETS;1990;;0,0;
Ontario EPS;ETS;1991;;0,0;
Ontario EPS;ETS;1992;;0,0;
Ontario EPS;ETS;1993;;0,0;
Ontario EPS;ETS;1994;;0,0;
Ontario EPS;ETS;1995;;0,0;
Ontario EPS;ETS;1996;;0,0;
