Name of the initiative;Instrument Type;Year;Price;Revenue;Emissions
Singapore carbon tax;Carbon tax;2022;3,685684800235884;145,88972431077693;0,001035044318221937
Singapore carbon tax;Carbon tax;2023;3,7678975131876413;162,1929163526752;0,001035044318221937
Singapore carbon tax;Carbon tax;2024;18,47882326853426;;0,001035044318221937
Slovenia Carbon tax;Carbon tax;1996;7,45;15,61146177;
Slovenia Carbon tax;Carbon tax;1997;6,55;13,683126;0,00031440246846125425
Slovenia Carbon tax;Carbon tax;1998;17,23;40,39365381;0,000311339302235985
Slovenia Carbon tax;Carbon tax;1999;16,96;33,75795855;0,0002994968302514862
Slovenia Carbon tax;Carbon tax;2000;14,17;0,0;0,0002877817551085917
Slovenia Carbon tax;Carbon tax;2001;12,28;27,46226991;0,0003104385794127116
Slovenia Carbon tax;Carbon tax;2002;11,66;36,40861299;0,00031688552411331344
Slovenia Carbon tax;Carbon tax;2003;14,06;61,04559998;0,00030214773585466193
Slovenia Carbon tax;Carbon tax;2004;15,41;76,23779703;0,0002974063585602726
Slovenia Carbon tax;Carbon tax;2005;16,21;58,19191201;0,0002904311089172658
Slovenia Carbon tax;Carbon tax;2006;15,14;48,15769799;0,0002839087051658567
Slovenia Carbon tax;Carbon tax;2007;16,7;46,66680001;0,0002743770056877396
Slovenia Carbon tax;Carbon tax;2008;19,57;43,234944;0,0002796516187541561
Slovenia Carbon tax;Carbon tax;2009;16,55;43,52857597;0,0002561243240420562
Slovenia Carbon tax;Carbon tax;2010;16,83;46,792569;0,00024516895866890113
Slovenia Carbon tax;Carbon tax;2011;17,67;42,14131598;0,00022654231337943643
Slovenia Carbon tax;Carbon tax;2012;19,17;73,81716004;0,00021708428694134686
Slovenia Carbon tax;Carbon tax;2013;18,48;149,5663399;0,00021210395094362555
Slovenia Carbon tax;Carbon tax;2014;19,85;117,12195;0,00019382323215473904
Slovenia Carbon tax;Carbon tax;2015;18,58;84,53808735;0,00019686239823685255
Slovenia Carbon tax;Carbon tax;2016;19,31;84,53808735148799;0,0002035215920558149
Slovenia Carbon tax;Carbon tax;2017;18,495453650080762;79,05859408312963;0,00020379518755435786
Slovenia Carbon tax;Carbon tax;2018;21,448532299041062;91,68149323557567;0,00019764171154536842
Slovenia Carbon tax;Carbon tax;2019;19,438268895477968;83,08864650527818;0,0001924921271977193
Slovenia Carbon tax;Carbon tax;2020;18,91928527426777;137,13747823081957;0,00018582559495841278
Slovenia Carbon tax;Carbon tax;2021;20,320580007331667;154,30424206367297;0,00018280572723394068
Slovenia Carbon tax;Carbon tax;2022;19,11996;85,11918839999998;0,00017645153136544434
Slovenia Carbon tax;Carbon tax;2023;0,0;90,60723749999998;0,00015528278419797435
Slovenia Carbon tax;Carbon tax;2024;18,595769999999998;;0,00015528278419797435
South Africa carbon tax;Carbon tax;2020;7,059867260928299;35,25853360724369;0,008931070707635115
South Africa carbon tax;Carbon tax;2021;9,150942751975306;94,38808192142481;0,00847679954281265
South Africa carbon tax;Carbon tax;2022;9,835192230198139;115,358608866699;0,008149251425765197
South Africa carbon tax;Carbon tax;2023;8,925614267510202;127,31630917429648;0,008149251425765197
South Africa carbon tax;Carbon tax;2024;10,08578223203669;;0,008149251425765197
Spain carbon tax;Carbon tax;2014;27,57;33,3405;0,0001285374674343461
Spain carbon tax;Carbon tax;2015;21,51;0,0;0,00013316599745591824
Spain carbon tax;Carbon tax;2018;24,795991097157298;136,36431323926172;0,00012698935229887758
Spain carbon tax;Carbon tax;2019;16,853990371801704;123,5959293932125;0,0001199108604240532
Spain carbon tax;Carbon tax;2020;16,40400457306454;120,29603353580663;0,00010950426955103621
Spain carbon tax;Carbon tax;2021;17,619000006356934;82,2220000296657;0,0001095401200646345
Spain carbon tax;Carbon tax;2022;16,578;77,36399999999999;0,00011607526047138248
Spain carbon tax;Carbon tax;2023;16,3125;103,31249999999999;0,00011607526047138248
Spain carbon tax;Carbon tax;2024;16,1235;;0,00011607526047138248
State of Mexico carbon tax;Carbon tax;2023;2,3833938419754457;4,711803342294155;0,0009657236725742823
State of Mexico carbon tax;Carbon tax;2024;3,5008722000567385;;0,0009657236725742823
Switzerland carbon tax;Carbon tax;2008;11,91;191,970547;0,0004269239862637283
Switzerland carbon tax;Carbon tax;2009;21,03;206,2149577;0,0004164153369633726
Switzerland carbon tax;Carbon tax;2010;34,21;638,3439905;0,0004098071586780272
Switzerland carbon tax;Carbon tax;2011;39,01;551,6782984;0,0003691054950740197
Switzerland carbon tax;Carbon tax;2012;39,88;586,0651418;0,00037378801392185424
Switzerland carbon tax;Carbon tax;2013;37,94;734,9111086;0,0003764172020191286
Switzerland carbon tax;Carbon tax;2014;67,94;781,7017761;0,0003486547928772946
Switzerland carbon tax;Carbon tax;2015;61,95;881,034303;0,00034490836834971146
Switzerland carbon tax;Carbon tax;2016;86,18;1045,772077989782;0,0003470299268723161
Switzerland carbon tax;Carbon tax;2017;83,91650714180533;1060,944411721396;0,0003351431457121918
Switzerland carbon tax;Carbon tax;2018;100,90387466056818;1231,8681364811032;0,000318810315523012
Switzerland carbon tax;Carbon tax;2019;96,46308635394456;1197,7499888948116;0,0003166881072813969
Switzerland carbon tax;Carbon tax;2020;99,44064918940109;1214,0045921872716;0,0003111837247728937
Switzerland carbon tax;Carbon tax;2021;101,47455208498495;1232,4929971988797;0,0003021039304024262
Switzerland carbon tax;Carbon tax;2022;129,85607618223136;1616,7622551671896;0,00029529912759987864
Switzerland carbon tax;Carbon tax;2023;130,81157682454898;1166,4032266855618;0,00029529912759987864
Switzerland carbon tax;Carbon tax;2024;132,12221304706853;;0,00029529912759987864
Switzerland ETS;ETS;2011;19,5;0,0;0,0001265504554539496
Switzerland ETS;ETS;2012;19,94;0,0;0,00012815589048749285
Switzerland ETS;ETS;2013;18,97;0,0;0,0001290573264065584
Switzerland ETS;ETS;2014;45,57;8,585454358;0,00011953878612935814
Switzerland ETS;ETS;2015;12,39;4,966925399;0,00011825429771990108
Switzerland ETS;ETS;2016;9,23;4,1823617975185075;0,00011898168921336554
Switzerland ETS;ETS;2017;6,949158885868494;4,696560150235606;0,00011490622138703719
Switzerland ETS;ETS;2018;9,298496661433987;4,638807056620068;0,00010930639389360414
Switzerland ETS;ETS;2019;8,033735410558814;8,600160384701839;0,00010857877963933608
Switzerland ETS;ETS;2020;19,84884553340809;7,561632698777374;0,00010669156277927785
Switzerland ETS;ETS;2021;46,10305001663398;17,12383066434121;0,000103578490423689
Switzerland ETS;ETS;2022;65,59362;47,06866167081485;0,00010124541517710125
Switzerland ETS;ETS;2023;93,80775;39,154685779691505;0,00010124541517710125
Switzerland ETS;ETS;2024;59,173244999999994;;0,00010124541517710125
Taiwan carbon fee;Carbon tax;2024;9,121943803297722;;0,004576389718228691
Tamaulipas carbon tax;Carbon tax;2022;14,5470488630866;1,8963675213675215;0,00021189131864779573
Tamaulipas carbon tax;Carbon tax;2023;17,25022863952554;0,0;0,00021189131864779573
Tianjin pilot ETS;ETS;2014;5,69;0,0;0,0014977211498497054
Tianjin pilot ETS;ETS;2015;4,2;0,0;0,0015009658910744735
Tianjin pilot ETS;ETS;2016;2,19;0,0;0,0014947447223819027
Tianjin pilot ETS;ETS;2017;1,2349406101338167;0,0;0,001469858071416684
Tianjin pilot ETS;ETS;2018;1,3547694050050065;0,0;0,0014361195897077946
Tianjin pilot ETS;ETS;2019;2,075391791044776;0,0;0,0014317696969677978
Tianjin pilot ETS;ETS;2020;2,81527578392953;7,989752674792006;0,0012659703002054553
Tianjin pilot ETS;ETS;2021;3,804364366801595;11,513528319688346;0,0012081247323147664
Tianjin pilot ETS;ETS;2022;4,4033465433729635;13,436773784811145;0,0011917404832189086
Tianjin pilot ETS;ETS;2023;4,603625245686831;0,0;0,0011917404832189086
Tianjin pilot ETS;ETS;2024;4,708857960278081;;0,0011917404832189086
Tokyo CaT;ETS;2012;115,66;0,0;0,0002553144585576706
Tokyo CaT;ETS;2013;86,27;0,0;0,0002511845699926789
Tokyo CaT;ETS;2014;67,78;0,0;0,00024934818026999477
Tokyo CaT;ETS;2015;37,51;0,0;0,0002380402251705351
Tokyo CaT;ETS;2016;14,64;0,0;0,00023705360155356313
Tokyo CaT;ETS;2017;13,386884598941032;0,0;0,00023310679367822865
Tokyo CaT;ETS;2018;5,688278069534874;0,0;0,00022775616190794443
Tokyo CaT;ETS;2019;5,85163676594705;;0,00021233953246725082
Tokyo CaT;ETS;2020;5,577245589137196;0,0;0,0002204126203262591
Tokyo CaT;ETS;2021;4,8740861088545895;0,0;0,00020627025492523762
Tokyo CaT;ETS;2022;4,4189852700491;0,0;0,00020347287552610393
Tokyo CaT;ETS;2023;41,95385076415943;;0,00020347287552610393
Tokyo CaT;ETS;2024;36,91496374423204;;0,00020347287552610393
UK Carbon Price Support;Carbon tax;2013;7,5;1117,161374;
UK Carbon Price Support;Carbon tax;2014;15,89;1765,493001;0,0013451147835471951
UK Carbon Price Support;Carbon tax;2015;26,71;2600,052;0,0013096352724493185
UK Carbon Price Support;Carbon tax;2016;23,72;1340,9881101763133;0,0012519362948360915
UK Carbon Price Support;Carbon tax;2017;22,41451148106679;1092,8614553159816;0,0011953586951037128
UK Carbon Price Support;Carbon tax;2018;25,45739884822752;1177,4605203284034;0,001151152458135633
UK Carbon Price Support;Carbon tax;2019;23,588994203091683;1162,41321434124;0,00110536729112594
UK Carbon Price Support;Carbon tax;2020;22,28400260615506;851,7440996130379;0,001047400623001237
UK Carbon Price Support;Carbon tax;2021;24,795000002293538;723,1875000668948;0,001043086583036282
UK Carbon Price Support;Carbon tax;2022;23,6538;927,3603700000001;0,0010309938046081891
UK Carbon Price Support;Carbon tax;2023;22,2759;994,49518;0,0010309938046081891
UK Carbon Price Support;Carbon tax;2024;22,6188;;0,0010309938046081891
UK ETS;ETS;2022;98,991153;8061,21504;0,00031722886295636616
UK ETS;ETS;2023;88,12593549999998;5201,26265334825;0,00031722886295636616
UK ETS;ETS;2024;45,061676;;0,00031722886295636616
Ukraine carbon tax;Carbon tax;2011;0,02;7,701399208;0,0027999521873853885
Ukraine carbon tax;Carbon tax;2012;0,02;8,149921565;0,0027058445950635846
Ukraine carbon tax;Carbon tax;2013;0,02;6,492505814;0,002604511968922676
Ukraine carbon tax;Carbon tax;2014;0,02;2,923125091;0,002273760748013729
Ukraine carbon tax;Carbon tax;2015;0,01;0,0;0,0019220238894502731
Ukraine carbon tax;Carbon tax;2017;0,013668267454746951;3,6373993350572587;0,0017547060316956962
Ukraine carbon tax;Carbon tax;2018;0,015442561205273068;4,109574387947268;0,0018000922434750599
Ukraine carbon tax;Carbon tax;2019;0,3683694470176502;45,677811430188626;0,001733576133033555
Ukraine carbon tax;Carbon tax;2020;0,38461538461538464;33,01;0,0017346132869533023
Ukraine carbon tax;Carbon tax;2021;0,3594200398237404;42,537361713139674;0,0015686174700300529
Ukraine carbon tax;Carbon tax;2022;1,0254692376319865;112,80161613951852;0,0012411068571232043
Ukraine carbon tax;Carbon tax;2023;0,8203759509524564;85,9343808622698;0,0012411068571232043
Ukraine carbon tax;Carbon tax;2024;0,7677562834453832;;0,0012411068571232043
Uruguay CO2 tax;Carbon tax;2022;137,2954108806148;254,9186507453975;3,5062053069122336e-05
Uruguay CO2 tax;Carbon tax;2023;155,86835023804593;274,6067066859863;3,5062053069122336e-05
Uruguay CO2 tax;Carbon tax;2024;167,17381039819526;;3,5062053069122336e-05
Washington CCA;ETS;2023;22,2;1824,52433148;0,001120993499853418
Washington CCA;ETS;2024;25,75;;0,001120993499853418
Yucatan carbon tax;Carbon tax;2023;15,52531663110052;2,9409971454701664;9,12610191785066e-05
Yucatan carbon tax;Carbon tax;2024;17,693830618145384;;9,12610191785066e-05
Zacatecas carbon tax;Carbon tax;2017;12,604192947729032;;8,32105698901671e-06
Zacatecas carbon tax;Carbon tax;2018;13,68294628;;8,130059072631501e-06
Zacatecas carbon tax;Carbon tax;2019;13,00938111;;8,105433766223015e-06
Zacatecas carbon tax;Carbon tax;2020;11,80235752;;8,413600023206665e-06
Zacatecas carbon tax;Carbon tax;2021;12,23091976516634;27,118395303326807;5,880511653570371e-06
Zacatecas carbon tax;Carbon tax;2022;12,598774391227222;27,934002580228995;9,757828819866003e-05
Zacatecas carbon tax;Carbon tax;2023;13,856940941717706;18,891999002300253;9,757828819866003e-05
Zacatecas carbon tax;Carbon tax;2024;15,089966379554907;;9,757828819866003e-05
Finland carbon tax;Carbon tax;1990;;160,8910891;0,0011572941789688709
Finland carbon tax;Carbon tax;1991;;144,1241685;0,001161957870906123
Finland carbon tax;Carbon tax;1992;;111,6838488;0,0011108690218425404
Finland carbon tax;Carbon tax;1993;;179,4871795;0,0011276971116249538
Finland carbon tax;Carbon tax;1994;;0,0;0,0012127174183813232
Finland carbon tax;Carbon tax;1995;;0,0;0,0011292556635648019
Finland carbon tax;Carbon tax;1996;;0,0;0,0011735828919535235
Finland carbon tax;Carbon tax;1997;;0,0;0,001144824857674761
Finland carbon tax;Carbon tax;1998;;0,0;0,0010899062215657853
Finland carbon tax;Carbon tax;1999;;0,0;0,0010948133309531007
Finland carbon tax;Carbon tax;2000;;0,0;0,0010478522025767194
Finland carbon tax;Carbon tax;2001;;0,0;0,0011199289162103498
Finland carbon tax;Carbon tax;2002;;0,0;0,0011238757522083504
Finland carbon tax;Carbon tax;2003;;0,0;0,0011876780869173004
Finland carbon tax;Carbon tax;2004;;601,3773875;0,0011246710221173566
Finland carbon tax;Carbon tax;2005;;539,6458819;0,000929934252213346
Finland carbon tax;Carbon tax;2006;;614,1749563;0,0010513652931580962
Finland carbon tax;Carbon tax;2007;;706,4321167;0,0009537153329710578
Finland carbon tax;Carbon tax;2008;;644,5150303;0,0008591824259999782
Finland carbon tax;Carbon tax;2009;;544,6614846;0,0008336379153947554
Finland carbon tax;Carbon tax;2010;;689,6206348;0,0008903174309577663
Finland carbon tax;Carbon tax;2011;;936,3479396;0,0007868536826172058
Finland carbon tax;Carbon tax;2012;;1283,221355;0,0007391555618433878
Finland carbon tax;Carbon tax;2013;;1427,172036;0,0007280332871546523
Finland carbon tax;Carbon tax;2014;;1137,056975;0,0006790066969414527
Finland carbon tax;Carbon tax;2015;;1456,482528;0,0006382425368692611
Finland carbon tax;Carbon tax;2016;;1349,6905;0,0006344053866347008
Finland carbon tax;Carbon tax;2017;;1351,7450409723042;0,0005881506625361418
Finland carbon tax;Carbon tax;2018;;1609,414797149866;0,0005840654421658105
Finland carbon tax;Carbon tax;2019;;1458,5724167596725;0,0005475282549093865
Finland carbon tax;Carbon tax;2020;;1419,4931957225183;0,0005167425014556909
Finland carbon tax;Carbon tax;2021;;1644,440000593314;0,0004867977926363438
Finland carbon tax;Carbon tax;2022;;1734,4509677419355;0,00045852552439471417
Finland carbon tax;Carbon tax;2023;;1418,64375;0,00045852552439471417
Poland carbon tax;Carbon tax;1990;;2,065790156;0,0037124778607668207
Poland carbon tax;Carbon tax;1991;;1,42767977;0,0036223089460584064
Poland carbon tax;Carbon tax;1992;;1,124911967;0,003528134240455752
Poland carbon tax;Carbon tax;1993;;0,856439848;0,003487687799850255
Poland carbon tax;Carbon tax;1994;;0,771435022;0,0034026999749769
Poland carbon tax;Carbon tax;1995;;0,717332273;0,0033236918533220907
Poland carbon tax;Carbon tax;1996;;0,808477265;0,0033539585797139337
Poland carbon tax;Carbon tax;1997;;0,813570804;0,0032518403072283064
Poland carbon tax;Carbon tax;1998;;0,649934799;0,0029739891927663313
Poland carbon tax;Carbon tax;1999;;0,612415773;0,0028655458263345955
Poland carbon tax;Carbon tax;2000;;0,59236776;0,002680910384666364
Poland carbon tax;Carbon tax;2001;;0,581100288;0,002624740617030623
Poland carbon tax;Carbon tax;2002;;0,80652401;0,002544739597256938
Poland carbon tax;Carbon tax;2003;;0,874520647;0,002506404095930779
Poland carbon tax;Carbon tax;2004;;1,075727597;0,0024093182788269443
Poland carbon tax;Carbon tax;2005;;1,043694413;0,002336737089234053
Poland carbon tax;Carbon tax;2006;;1,270388008;0,002349661144717628
Poland carbon tax;Carbon tax;2007;;1,6428095;0,002269356739625785
Poland carbon tax;Carbon tax;2008;;1,124817059;0,002209445325158955
Poland carbon tax;Carbon tax;2009;;1,349435849;0,0021328376584385865
Poland carbon tax;Carbon tax;2010;;1,425678623;0,0021353740658799606
Poland carbon tax;Carbon tax;2011;;1,413907874;0,0020567049382098183
Poland carbon tax;Carbon tax;2012;;1,388486392;0,0020048981874776547
Poland carbon tax;Carbon tax;2013;;1,523159204;0,0019428711954831716
Poland carbon tax;Carbon tax;2014;;1,22290005;0,0018556178713130115
Poland carbon tax;Carbon tax;2015;;1,211440352;0,0018669397001893817
Poland carbon tax;Carbon tax;2016;;1,2114403521000994;0,001907110710120665
Poland carbon tax;Carbon tax;2017;;1,1419917233081762;0,0019398745987669233
Poland carbon tax;Carbon tax;2018;;1,3269283510664125;0,0018830413138318724
Poland carbon tax;Carbon tax;2019;;1,2180413808612183;0,001791722708762226
Poland carbon tax;Carbon tax;2020;;5,935720158475536;0,001774368304298253
Poland carbon tax;Carbon tax;2021;;1,219945216597342;0,0018407670577340004
Poland carbon tax;Carbon tax;2022;;6,623094431952834;0,0017885257011279628
Poland carbon tax;Carbon tax;2023;;1,2577444449620347;0,0017885257011279628
Norway carbon tax;Carbon tax;1990;;0,0;
Norway carbon tax;Carbon tax;1991;;124,8055128;0,001172996636292105
Norway carbon tax;Carbon tax;1992;;280,8275559;0,00118929024654315
Norway carbon tax;Carbon tax;1993;;311,9072802;0,0012474554563634695
Norway carbon tax;Carbon tax;1994;;417,0332681;0,0013025409450962428
Norway carbon tax;Carbon tax;1995;;398,1636146;0,0012774446517047886
Norway carbon tax;Carbon tax;1996;;414,8644022;0,001293745775694238
Norway carbon tax;Carbon tax;1997;;398,2531603;0,0013336482754884866
Norway carbon tax;Carbon tax;1998;;418,0623026;0,001347438097069245
Norway carbon tax;Carbon tax;1999;;818,5368683;0,0013703844043291107
Norway carbon tax;Carbon tax;2000;;720,1350678;0,0012718415820669583
Norway carbon tax;Carbon tax;2001;;728,246661;0,0012747150137205586
Norway carbon tax;Carbon tax;2002;;902,4297028;0,0012498401086416197
Norway carbon tax;Carbon tax;2003;;1013,376363;0,0012670178769616058
Norway carbon tax;Carbon tax;2004;;1145,052915;0,0012299680461374208
Norway carbon tax;Carbon tax;2005;;1128,185717;0,001144438624775508
Norway carbon tax;Carbon tax;2006;;1302,568011;0,0011175414002552423
Norway carbon tax;Carbon tax;2007;;1558,541661;0,0010946663459035198
Norway carbon tax;Carbon tax;2008;;1206,163008;0,001094280892222243
Norway carbon tax;Carbon tax;2009;;1150,507101;0,0010642767451770757
Norway carbon tax;Carbon tax;2010;;1272,457976;0,0010535235840563213
Norway carbon tax;Carbon tax;2011;;1278,185991;0,0009910736365407913
Norway carbon tax;Carbon tax;2012;;1208,047666;0,0009589386518606174
Norway carbon tax;Carbon tax;2013;;1392,510365;0,0009457958438645248
Norway carbon tax;Carbon tax;2014;;1247,205259;0,000938435506338032
Norway carbon tax;Carbon tax;2015;;1500,435962;0,0009632534633017695
Norway carbon tax;Carbon tax;2016;;1544,153264871149;0,0009474112408231803
Norway carbon tax;Carbon tax;2017;;1498,5415266545776;0,000937790501522848
Norway carbon tax;Carbon tax;2018;;1812,839836577157;0,0009018655216798097
Norway carbon tax;Carbon tax;2019;;1650,7734541577825;0,0008706151975187522
Norway carbon tax;Carbon tax;2020;;1454,7740403462305;0,0008996992624672861
Norway carbon tax;Carbon tax;2021;;1759,7860385459066;0,0008781455278490369
Norway carbon tax;Carbon tax;2022;;2157,4974265126384;0,0008455273065083613
Norway carbon tax;Carbon tax;2023;;1507,9410529530792;0,0008455273065083613
Sweden carbon tax;Carbon tax;1990;;0,0;
Sweden carbon tax;Carbon tax;1991;;1408,962186;0,000949708289617133
Sweden carbon tax;Carbon tax;1992;;1205,533338;0,000985578905965204
Sweden carbon tax;Carbon tax;1993;;1362,281768;0,000987497106659654
Sweden carbon tax;Carbon tax;1994;;1522,38806;0,0010083370416664923
Sweden carbon tax;Carbon tax;1995;;1713,432119;0,0009757404720853652
Sweden carbon tax;Carbon tax;1996;;1796,631562;0,0010193915058246163
Sweden carbon tax;Carbon tax;1997;;1557,900514;0,0009538537562754625
Sweden carbon tax;Carbon tax;1998;;1574,829973;0,0009530893625993353
Sweden carbon tax;Carbon tax;1999;;1474,546044;0,0009338126102500739
Sweden carbon tax;Carbon tax;2000;;1168,999758;0,0008736799057244465
Sweden carbon tax;Carbon tax;2001;;1637,434239;0,0008636994860913137
Sweden carbon tax;Carbon tax;2002;;2350,221174;0,0008721720274297495
Sweden carbon tax;Carbon tax;2003;;3154,039735;0,0008462216412435855
Sweden carbon tax;Carbon tax;2004;;3740,976645;0,0008012422772792806
Sweden carbon tax;Carbon tax;2005;;3260,134057;0,0007697833682255383
Sweden carbon tax;Carbon tax;2006;;3536,120043;0,000773506285007143
Sweden carbon tax;Carbon tax;2007;;4200,083577;0,0007264058846961013
Sweden carbon tax;Carbon tax;2008;;3090,898131;0,0006931974286036628
Sweden carbon tax;Carbon tax;2009;;3611,361275;0,0006485611763703824
Sweden carbon tax;Carbon tax;2010;;4323,289838;0,0006688728270866864
Sweden carbon tax;Carbon tax;2011;;3841,110741;0,0006084595334148399
Sweden carbon tax;Carbon tax;2012;;3894,803431;0,0005732976344142486
Sweden carbon tax;Carbon tax;2013;;3725,274385;0,0005458660027975537
Sweden carbon tax;Carbon tax;2014;;2704,366068;0,0005286868206086992
Sweden carbon tax;Carbon tax;2015;;3046,352818;0,0005319336046389982
Sweden carbon tax;Carbon tax;2016;;2809,9678808762;0,0005274494475007987
Sweden carbon tax;Carbon tax;2017;;2648,1753154240882;0,0005165645967294786
Sweden carbon tax;Carbon tax;2018;;2879,056485242824;0,0004836472637259568
Sweden carbon tax;Carbon tax;2019;;2492,294517239694;0,0004770713532631426
Sweden carbon tax;Carbon tax;2020;;2004,255737843748;0,0004959298107994034
Sweden carbon tax;Carbon tax;2021;;2435,3229790932796;0,00046299289800364065
Sweden carbon tax;Carbon tax;2022;;2342,2445090336114;0,00045094834745126286
Sweden carbon tax;Carbon tax;2023;;2173,0941963897662;0,00045094834745126286
Denmark carbon tax;Carbon tax;1990;;0,0;
Denmark carbon tax;Carbon tax;1991;;0,0;
Latvia carbon tax;Carbon tax;1990;;0,0;
Latvia carbon tax;Carbon tax;1991;;0,0;
Latvia carbon tax;Carbon tax;1992;;0,0;
Latvia carbon tax;Carbon tax;1993;;0,0;
Latvia carbon tax;Carbon tax;1994;;0,0;
Latvia carbon tax;Carbon tax;1995;;0,0;
Latvia carbon tax;Carbon tax;1996;;0,0;
Latvia carbon tax;Carbon tax;1997;;0,0;
Latvia carbon tax;Carbon tax;1998;;0,0;
Latvia carbon tax;Carbon tax;1999;;0,0;
Latvia carbon tax;Carbon tax;2000;;0,0;
Latvia carbon tax;Carbon tax;2001;;0,0;
Latvia carbon tax;Carbon tax;2002;;0,0;
Latvia carbon tax;Carbon tax;2003;;0,0;
Slovenia Carbon tax;Carbon tax;1990;;0,0;
Slovenia Carbon tax;Carbon tax;1991;;0,0;
Slovenia Carbon tax;Carbon tax;1992;;0,0;
Slovenia Carbon tax;Carbon tax;1993;;0,0;
Slovenia Carbon tax;Carbon tax;1994;;0,0;
Slovenia Carbon tax;Carbon tax;1995;;0,0;
Estonia carbon tax;Carbon tax;1990;;0,0;
Estonia carbon tax;Carbon tax;1991;;0,0;
Estonia carbon tax;Carbon tax;1992;;0,0;
Estonia carbon tax;Carbon tax;1993;;0,0;
Estonia carbon tax;Carbon tax;1994;;0,0;
Estonia carbon tax;Carbon tax;1995;;0,0;
Estonia carbon tax;Carbon tax;1996;;0,0;
Estonia carbon tax;Carbon tax;1997;;0,0;
Estonia carbon tax;Carbon tax;1998;;0,0;
Estonia carbon tax;Carbon tax;1999;;0,0;
EU ETS;ETS;1990;;0,0;
EU ETS;ETS;1991;;0,0;
EU ETS;ETS;1992;;0,0;
EU ETS;ETS;1993;;0,0;
EU ETS;ETS;1994;;0,0;
EU ETS;ETS;1995;;0,0;
EU ETS;ETS;1996;;0,0;
EU ETS;ETS;1997;;0,0;
EU ETS;ETS;1998;;0,0;
EU ETS;ETS;1999;;0,0;
EU ETS;ETS;2000;;0,0;
EU ETS;ETS;2001;;0,0;
EU ETS;ETS;2002;;0,0;
EU ETS;ETS;2003;;0,0;
EU ETS;ETS;2004;;0,0;
Alberta TIER;ETS;1990;;0,0;
Alberta TIER;ETS;1991;;0,0;
Alberta TIER;ETS;1992;;0,0;
Alberta TIER;ETS;1993;;0,0;
Alberta TIER;ETS;1994;;0,0;
Alberta TIER;ETS;1995;;0,0;
Alberta TIER;ETS;1996;;0,0;
Alberta TIER;ETS;1997;;0,0;
Alberta TIER;ETS;1998;;0,0;
Alberta TIER;ETS;1999;;0,0;
Alberta TIER;ETS;2000;;0,0;
Alberta TIER;ETS;2001;;0,0;
Alberta TIER;ETS;2002;;0,0;
Alberta TIER;ETS;2003;;0,0;
Alberta TIER;ETS;2004;;0,0;
Alberta TIER;ETS;2005;;0,0;
Alberta TIER;ETS;2006;;0,0;
Switzerland ETS;ETS;1990;;0,0;
Switzerland ETS;ETS;1991;;0,0;
Switzerland ETS;ETS;1992;;0,0;
Switzerland ETS;ETS;1993;;0,0;
Switzerland ETS;ETS;1994;;0,0;
Switzerland ETS;ETS;1995;;0,0;
Switzerland ETS;ETS;1996;;0,0;
Switzerland ETS;ETS;1997;;0,0;
Switzerland ETS;ETS;1998;;0,0;
Switzerland ETS;ETS;1999;;0,0;
Switzerland ETS;ETS;2000;;0,0;
Switzerland ETS;ETS;2001;;0,0;
Switzerland ETS;ETS;2002;;0,0;
Switzerland ETS;ETS;2003;;0,0;
Switzerland ETS;ETS;2004;;0,0;
Switzerland ETS;ETS;2005;;0,0;
Switzerland ETS;ETS;2006;;0,0;
Switzerland ETS;ETS;2007;;0,0;
Switzerland ETS;ETS;2008;;0,0;0,00014637393814756402
Switzerland ETS;ETS;2009;;0,0;0,00014277097267315636
Switzerland ETS;ETS;2010;;0,0;0,00014050531154675218
New Zealand ETS;ETS;1990;;0,0;
New Zealand ETS;ETS;1991;;0,0;
New Zealand ETS;ETS;1992;;0,0;
New Zealand ETS;ETS;1993;;0,0;
New Zealand ETS;ETS;1994;;0,0;
New Zealand ETS;ETS;1995;;0,0;
New Zealand ETS;ETS;1996;;0,0;
New Zealand ETS;ETS;1997;;0,0;
New Zealand ETS;ETS;1998;;0,0;
New Zealand ETS;ETS;1999;;0,0;
New Zealand ETS;ETS;2000;;0,0;
New Zealand ETS;ETS;2001;;0,0;
New Zealand ETS;ETS;2002;;0,0;
New Zealand ETS;ETS;2003;;0,0;
New Zealand ETS;ETS;2004;;0,0;
New Zealand ETS;ETS;2005;;0,0;
New Zealand ETS;ETS;2006;;0,0;
New Zealand ETS;ETS;2007;;0,0;
New Zealand ETS;ETS;2008;;0,0;0,0009251481171975444
New Zealand ETS;ETS;2009;;0,0;0,0009099355317589649
Switzerland carbon tax;Carbon tax;1990;;0,0;
Switzerland carbon tax;Carbon tax;1991;;0,0;
Switzerland carbon tax;Carbon tax;1992;;0,0;
Switzerland carbon tax;Carbon tax;1993;;0,0;
Switzerland carbon tax;Carbon tax;1994;;0,0;
Switzerland carbon tax;Carbon tax;1995;;0,0;
Switzerland carbon tax;Carbon tax;1996;;0,0;
Switzerland carbon tax;Carbon tax;1997;;0,0;
Switzerland carbon tax;Carbon tax;1998;;0,0;
Switzerland carbon tax;Carbon tax;1999;;0,0;
Switzerland carbon tax;Carbon tax;2000;;0,0;
Switzerland carbon tax;Carbon tax;2001;;0,0;
Switzerland carbon tax;Carbon tax;2002;;0,0;
Switzerland carbon tax;Carbon tax;2003;;0,0;
